WKT,nama,deskripsi
"POLYGON ((106.7767169 -6.3609456, 106.7585208 -6.3821002, 106.7701938 -6.3933595, 106.7822101 -6.4162185, 106.7897632 -6.4499935, 106.8834903 -6.4646627, 106.89482 -6.4295241, 106.8985965 -6.3879004, 106.8409183 -6.3793706, 106.8151691 -6.3687934, 106.7767169 -6.3609456))",Depok,
