WKT,nama,deskripsi
"POLYGON ((110.0628302 -7.8771201, 110.024378 -7.8961643, 110.326502 -8.0294492, 110.3457281 -8.0620837, 110.7110235 -8.1980326, 110.8428595 -8.1898769, 111.0021612 -8.2551173, 111.0708258 -8.2415264, 111.0873053 -8.1980326, 110.9637091 -8.1055924, 110.7137701 -8.0022517, 110.5956671 -7.9505715, 110.4336187 -7.7682792, 110.3649542 -7.7437861, 110.2138922 -7.885282, 110.0628302 -7.8771201))",DIY Yogyakarta,
