WKT,nama,deskripsi
"POLYGON ((106.7514333 -6.1210246, 106.7445668 -6.1933899, 106.7720329 -6.2602849, 106.8036189 -6.2957767, 106.9313364 -6.3230765, 106.9752822 -6.3053318, 106.9766555 -6.2602849, 106.9629225 -6.2043121, 106.9601758 -6.1524296, 106.9436961 -6.1114662, 106.9093635 -6.1073696, 106.9079902 -6.1346792, 106.8791507 -6.1278519, 106.799499 -6.1264865, 106.7514333 -6.1210246))",DKI Jakarta,
